name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;417;0;370;3151;1140;3151;1187;0
header;295;171;295;206;1926;206;1926;171
A;578;57;578;59;581;59;581;57
A;1090;233;1090;261;1110;261;1110;233
A;1130;371;1130;398;1144;398;1144;371
B;1099;897;1099;929;1121;929;1121;897
A;905;925;905;947;919;947;919;925
D;463;1247;463;1266;479;1266;479;1247
C;1098;1566;1098;1596;1120;1596;1120;1566
B;928;2036;928;2055;942;2055;942;2036
D;1109;2212;1109;2242;1130;2242;1130;2212
D;413;2489;413;2517;441;2517;441;2489
A;916;3026;916;3026;916;3026;916;3026
