name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;208;0;366;3151;1491;3151;1586;0
header;207;169;207;202;1832;202;1832;169
A;933;127;933;129;935;129;935;127
A;1008;228;1008;256;1028;256;1028;228
D;784;319;784;344;813;344;813;319
A;1406;766;1406;766;1408;766;1408;766
B;1430;782;1430;800;1444;800;1444;782
A;614;826;614;833;620;833;620;826
B;1015;891;1015;921;1039;921;1039;891
A;922;1058;922;1065;927;1065;927;1058
C;1021;1557;1021;1585;1042;1585;1042;1557
A;341;2145;341;2169;355;2169;355;2145
D;1025;2222;1025;2252;1052;2252;1052;2222
A;929;2882;929;2898;950;2898;950;2882
